numero,id,marca,modelo,año_modelo,millaje,tipo_combustible,motor,transmisión,color_exterior,color_interior,accidente,sin_daños,precio
3168,64031,Tesla,Model Y Performance,2022,9245,,455.0HP Electric Motor Electric Fuel System,1-Speed A/T,Gray,White,None reported,Yes,
3169,183937,Audi,R8 4.2 quattro Spyder,2007,155000,Gasoline,405.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,White,None reported,Yes,
3170,7960,BMW,ALPINA B7 ALPINA B7 xDrive,2022,5018,Gasoline,4.4 Liter Twin Turbo,Automatic,Frozen Dark Silver Metallic,Black,None reported,,
3171,109279,Mercedes-Benz,GLS 450 Base 4MATIC,2021,989,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,9-Speed Automatic,Black,–,None reported,Yes,
3172,176180,Nissan,Xterra S,2012,169000,Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,Yes,
3173,110764,Mercedes-Benz,GLS 450 Base 4MATIC,2017,28690,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Gray,Gray,None reported,Yes,
3174,1874,Mercedes-Benz,E-Class D 2.5 Turbo,2001,115000,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Beige,Beige,None reported,Yes,
3175,117775,INFINITI,QX80 Base,2017,69764,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Brown,None reported,Yes,
3176,188308,Land,Rover Range Rover Sport HSE,2006,154700,Gasoline,300.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Beige,None reported,Yes,
3177,151591,Porsche,911 Carrera,2024,15882,Gasoline,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,
3178,70321,Mercedes-Benz,S-Class S 550 4MATIC,2016,72784,Gasoline,449.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,None reported,Yes,
3179,26972,Audi,A3 2.0T Tech Premium,2018,83500,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,
3180,109391,Land,Rover Range Rover Sport 3.0L Supercharged HSE,2017,57300,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,
3181,18712,Acura,TSX 2.4,2013,74000,Gasoline,201.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,M/T,Gray,Red,At least 1 accident or damage reported,Yes,
3182,182536,Toyota,FJ Cruiser Base,2003,143000,Gasoline,239.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,
3183,112205,Porsche,Macan S,2023,6581,Hybrid,3.0 Liter Turbo,Automatic,White,Black,None reported,,
3184,179386,Land,Rover Range Rover Sport HSE,2013,85000,Gasoline,375.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,
3185,157426,Chevrolet,Avalanche 1500 LS,2005,161900,E85 Flex Fuel,295.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,Transmission Overdrive Switch,Black,Black,At least 1 accident or damage reported,Yes,
3186,117892,Ford,F-150 Lariat,2022,33705,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Black,None reported,Yes,
3187,71982,Ford,F-150 XLT,2021,4500,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Gray,None reported,Yes,
3188,134511,Mercedes-Benz,AMG CLA 45 Base 4MATIC,2019,48700,Hybrid,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,9-Speed A/T,White,Beige,None reported,Yes,
3189,139846,Audi,e-tron Prestige,2021,15198,,Electric,1-Speed Automatic,Typhoon Gray Metallic,–,None reported,,
3190,48303,Mercedes-Benz,AMG GLE AMG GLE 63 S-Model 4MATIC,2016,18494,Gasoline,577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,None reported,Yes,
3191,117782,Porsche,911 Carrera S,2020,59700,Gasoline,400.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,None reported,Yes,
3192,53574,INFINITI,Q50 Premium,2011,137355,Gasoline,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,–,None reported,Yes,
3193,173406,Kia,Telluride SX,2022,14676,Gasoline,3.8L V6 24V GDI DOHC,8-Speed Automatic with Auto-Shift,Glacial White Pearl,Black,None reported,,
3194,58688,Lexus,RX 450h Base,2013,135000,Hybrid,306.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,White,Brown,At least 1 accident or damage reported,Yes,
3195,12612,Porsche,Cayman Base,2019,74500,Gasoline,275.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel,A/T,Red,Black,None reported,Yes,
3196,180355,Porsche,911 Carrera,2021,9500,Gasoline,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None reported,Yes,
3197,154067,Mazda,CX-9 Grand Touring,2009,190656,Gasoline,273.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Beige,At least 1 accident or damage reported,Yes,
3198,72851,Cadillac,CTS 2.0L Turbo Luxury,2019,42500,Gasoline,265.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,
3199,150432,Chevrolet,Suburban Premier,2017,92728,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,None reported,Yes,
3200,162414,Mercedes-Benz,S-Class S 560 4MATIC,2020,58000,Gasoline,463.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,None reported,Yes,
3201,83598,Genesis,GV70 2.5T,2023,7000,Gasoline,300.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,
3202,6726,Land,Rover Range Rover Sport SVR Carbon Edition,2022,25793,Gasoline,5.0L V8 32V GDI DOHC Supercharged,8-Speed Automatic,Santorini Black Metallic,Ebony / Pimento,None reported,,
3203,99295,Mercedes-Benz,AMG GLS 63 4MATIC,2021,13000,Hybrid,429.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,9-Speed A/T,Silver,Black,None reported,Yes,
3204,58071,Audi,Q5 S line Premium Plus,2021,35515,Hybrid,2.0 Liter TFSI,Automatic,Daytona Gray Pearl Effect,Rioja Red,None reported,,
3205,80809,Toyota,Highlander SE,2009,87500,Gasoline,317.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,At least 1 accident or damage reported,Yes,
3206,76630,Lexus,NX 200t Base,2016,54000,Gasoline,235.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Brown,At least 1 accident or damage reported,Yes,
3207,184855,Mercedes-Benz,AMG G 63 Base,2023,12055,Gasoline,563.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,None reported,Yes,
3208,9655,MINI,Cooper S Base,2007,187000,Gasoline,172.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,At least 1 accident or damage reported,Yes,
3209,72962,Volkswagen,Jetta SportWagen SE,2016,69300,Gasoline,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Gray,None reported,Yes,
3210,12119,Tesla,Model 3,2017,92000,,271.0HP Electric Motor Electric Fuel System,A/T,Black,Black,None reported,Yes,
3211,110835,BMW,528 i xDrive,2015,85766,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,
3212,56056,Land,Rover Range Rover Evoque Pure,2015,85500,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Brown,Beige,None reported,Yes,
3213,147599,Volkswagen,Golf GTI 2.0T SE 4-Door,2014,190000,E85 Flex Fuel,220.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,A/T,White,Black,None reported,Yes,
3214,9837,BMW,335 i,2011,90000,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Gray,None reported,Yes,
3215,104300,Audi,A6 55 Prestige,2019,50000,Gasoline,335.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Brown,None reported,Yes,
3216,109792,Subaru,Forester 2.5i Limited,2005,120000,Gasoline,170.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Blue,Beige,At least 1 accident or damage reported,Yes,
3217,110687,Lincoln,Navigator Base,2009,160900,Gasoline,300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,At least 1 accident or damage reported,Yes,
3218,132366,Chrysler,Crossfire Limited,2006,130307,Gasoline,215.0HP 3.2L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,White,Red,At least 1 accident or damage reported,Yes,
3219,144306,Cadillac,Escalade ESV Luxury,2018,3400,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,
3220,108505,Toyota,4Runner SR5 Premium,2021,67800,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,
3221,153131,Porsche,911 Carrera 4S,2013,12500,Gasoline,420.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Purple,Black,None reported,Yes,
3222,124943,RAM,1500 Limited,2021,9100,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,
3223,54069,Toyota,Land Cruiser Base,1998,160000,Gasoline,230.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,
3224,46982,Mercedes-Benz,E-Class E 350 4MATIC,2008,231500,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,
3225,110415,Mazda,Mazda6 Grand Touring Reserve,2017,61341,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Soul Red Crystal Metallic,Black,None reported,,
3226,187027,Ford,Mustang GT Premium,2014,130000,Gasoline,435.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,At least 1 accident or damage reported,Yes,
3227,144919,Ford,Expedition EL XLT,2016,195500,E85 Flex Fuel,310.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Beige,None reported,Yes,
3228,148036,Jeep,Wrangler Sport,2003,123500,Gasoline,190.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,M/T,Black,Black,None reported,Yes,
3229,35574,Ford,F-150 XLT,2012,149000,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,,,
3230,19432,Lexus,RX 350 F SPORT Appearance,2021,29558,Gasoline,3.5 Liter,Automatic,Apex Blue,Orchid,None reported,,
3231,11208,RAM,1500 Laramie,2018,142400,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Gray,None reported,,
3232,56216,Lexus,RX 350 Base,2011,145000,Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gold,Gold,At least 1 accident or damage reported,Yes,
3233,170043,Lamborghini,Urus Base,2018,22558,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic with Auto-Shift,White,Nero Ade,None reported,Yes,
3234,53880,Ford,Explorer XLT,2020,161000,E85 Flex Fuel,290.0HP 3.5L V6 Cylinder Engine Flex Fuel Capability,A/T,Black,Black,None reported,Yes,
3235,158896,Toyota,Sequoia TRD Pro,2023,5800,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,
3236,81458,Kia,Telluride EX X-Line,2023,10500,Gasoline,3.8L V6 24V GDI DOHC,8-Speed Automatic,Red,Black,None reported,,
3237,167395,Audi,A5 2.0T Premium Plus,2017,53500,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Brown,None reported,Yes,
3238,147340,Dodge,Durango R/T,2020,14500,Gasoline,360.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Black,None reported,Yes,
3239,42698,Chevrolet,Suburban LTZ,2016,110000,E85 Flex Fuel,355.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,Transmission Overdrive Switch,White,Brown,None reported,Yes,
3240,49941,Mercedes-Benz,E-Class E 350,2013,76500,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Gray,None reported,Yes,
3241,156956,Tesla,Model S P100D,2018,16000,,Electric Motor Electric Fuel System,1-Speed A/T,Red,Black,At least 1 accident or damage reported,Yes,
3242,64307,Lexus,GX 460 Base,2012,110000,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,
3243,113948,Ford,F-150 Platinum,2018,82900,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Black,None reported,Yes,
3244,177508,Land,Rover Defender S,2023,200,Hybrid,296.0HP 2.0L 4 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Black,Black,None reported,Yes,
3245,170960,BMW,M3 Base,2014,80300,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,None reported,Yes,
3246,26954,Audi,A3 2.0T Premium,2016,76465,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,
3247,95520,Toyota,Tundra SR5,2016,96000,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Gray,None reported,Yes,
3248,177854,Mercedes-Benz,E-Class E 350 4MATIC,2014,53500,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,
3249,54351,BMW,335 i,2012,82963,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,
3250,28791,Jeep,Grand Cherokee L Laredo,2022,12050,Gasoline,5.7L V8 16V MPFI OHV,Automatic,Bright White Clearcoat,Global Black,None reported,,
3251,26902,Jeep,Yukon XL SLT,1995,121800,–,–,A/T,Gray,Black/Gun Metal,None reported,Yes,
3252,187738,Toyota,Highlander Limited,2022,23677,Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,Midnight Black Metallic,Black,None reported,,
3253,147805,Porsche,Macan S,2018,5918,Gasoline,3.0L V6 24V GDI DOHC Turbo,7-Speed Automatic with Auto-Shift,White,Red,None reported,Yes,
3254,32656,Dodge,Durango SRT,2020,2750,Gasoline,475.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Red,None reported,Yes,
3255,87594,Mercedes-Benz,CLA-Class CLA 250,2018,76753,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,At least 1 accident or damage reported,Yes,
3256,66342,Land,Rover Range Rover 5.0L Supercharged,2015,110000,Gasoline,510.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,
3257,109186,Audi,A5 2.0T Premium Plus,2012,70000,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,
3258,80094,Jeep,Grand Cherokee L Limited,2022,25348,Gasoline,3.6L V6 24V MPFI DOHC,Automatic,Velvet Red Pearlcoat,Global Black,None reported,,
3259,185548,Mercedes-Benz,AMG C 43 AMG C 43 4MATIC,2018,49000,Gasoline,385.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,None reported,Yes,
3260,98857,Mercedes-Benz,AMG C 43 AMG C 43 4MATIC,2019,33500,Gasoline,385.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Red,Black,None reported,Yes,
3261,104076,Porsche,911 Carrera 4S,2007,67522,Gasoline,355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,
3262,16972,Mercedes-Benz,Metris Base,2018,2235,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,
3263,123210,Porsche,911 Carrera,2005,110000,Gasoline,325.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,M/T,Silver,Black,At least 1 accident or damage reported,Yes,
3264,53675,INFINITI,G37 Sport,2010,167600,Gasoline,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,
3265,56782,Mercedes-Benz,E-Class E 400,2018,23250,Gasoline,329.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,
3266,147769,Audi,A5 2.0T Premium Plus,2013,98888,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,
3267,43360,Ford,Mustang GT,2010,43000,Gasoline,315.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,
3268,64930,McLaren,570S Spider,2020,17175,Gasoline,3.8L V8 32V MPFI DOHC Twin Turbo,8-Speed Automatic with Auto-Shift,Vega Blue,Black,None reported,,
3269,177941,Ford,F-150 Raptor,2021,32957,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Gray,Black,None reported,,
3270,88148,Mercedes-Benz,E-Class E 350,2014,65000,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,At least 1 accident or damage reported,Yes,
3271,93785,Jeep,Grand Cherokee Limited,2015,112000,E85 Flex Fuel,290.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,A/T,Beige,Black,None reported,Yes,
3272,155888,BMW,330 i xDrive,2017,74000,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,–,None reported,Yes,
3273,163549,Subaru,WRX Base,2011,97300,Gasoline,268.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,
3274,20915,Cadillac,CTS 2.0L Turbo Luxury,2019,40000,Gasoline,265.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,Yes,
3275,172760,Chevrolet,Silverado 1500 LTZ,2019,56654,Gasoline,3.6L V6 24V GDI DOHC,Automatic,Cajun Red Tintcoat,Jet Black,None reported,Yes,
3276,7759,GMC,Yukon SLT,2016,94500,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,
3277,62618,Toyota,Land Cruiser Base,2022,1837,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,
3278,164047,Mercedes-Benz,E-Class E 350 4MATIC,2016,51335,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,
3279,29229,Toyota,4Runner SR5 Premium,2013,106000,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,–,None reported,Yes,
3280,57192,Mercedes-Benz,C-Class C 250 Luxury,2013,122000,Gasoline,201.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,None reported,Yes,
3281,101874,Ferrari,488 GTB Base,2012,17761,Gasoline,3.9L V8 32V GDI DOHC Twin Turbo,7-Speed Automatic with Auto-Shift,Rosso Corsa,Nero Ade,None reported,,
3282,53484,Jeep,Gladiator Overland,2021,23588,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Firecracker Red Clearcoat,Black,,,
3283,50696,Toyota,Highlander XLE,2019,67874,Gasoline,3.5L V6 24V PDI DOHC,6-Speed Automatic,Midnight Black Metallic,Black,At least 1 accident or damage reported,,
3284,84460,Ford,F-150 XLT SuperCab,2004,160000,Gasoline,300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Gold,Beige,None reported,Yes,
3285,157350,Mazda,CX-30 Select,2020,20386,Gasoline,2.5L I4 16V GDI DOHC Turbo,6-Speed Automatic,Black Noir Pearl,Black,None reported,Yes,
3286,119319,Mercedes-Benz,GLS 450 Base 4MATIC,2019,25000,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Silver,Gray,At least 1 accident or damage reported,Yes,
3287,39294,Porsche,911 Carrera Cabriolet,2007,138000,Gasoline,300.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,
3288,88283,Volkswagen,Golf R 4-Door,2013,106700,Gasoline,256.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,Yes,
3289,28645,Tesla,Model Y Performance,2022,46707,,Electric,1-Speed Automatic,White,Black,None reported,,
3290,126871,BMW,540 i xDrive,2016,76500,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,
3291,76790,BMW,M3 CS,2024,4457,Gasoline,543.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,M/T,Gray,Black,,,
3292,97689,Mercedes-Benz,GLA 250 Base 4MATIC,2015,67726,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,At least 1 accident or damage reported,Yes,
3293,30919,Mercedes-Benz,C-Class C 300 4MATIC Sport,2018,74600,Gasoline,247.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,
3294,55491,GMC,Sierra 2500 Denali,2016,88750,Diesel,445.0HP 6.6L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,
3295,167977,Chevrolet,Suburban LT,2016,110000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,None reported,Yes,
3296,130328,RAM,1500 Classic Warlock,2019,63866,Gasoline,305.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,
3297,81612,RAM,1500 Laramie,2019,10458,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Diamond Black,Black,None reported,,
3298,78609,Cadillac,CTS Base,2006,54000,Gasoline,255.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,
3299,178384,GMC,Acadia SLT-2,2012,106335,Gasoline,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Brown,None reported,Yes,
3300,30771,Subaru,Impreza WRX Sti Special Edition,2004,70000,Gasoline,165.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Red,Gray,At least 1 accident or damage reported,Yes,
3301,15827,Nissan,Rogue SV,2012,152000,Gasoline,170.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Yellow,Black,None reported,Yes,
3302,168070,Acura,TLX V6 Advance,2007,170000,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Black,None reported,Yes,
3303,70705,Mazda,MX-5 Miata Grand Touring,2008,167000,Gasoline,166.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gold,Beige,None reported,Yes,
3304,161259,Subaru,Crosstrek 2.0i Limited,2018,44600,Gasoline,148.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Gray,Beige,None reported,Yes,
3305,34285,Ford,Expedition Platinum,2019,56654,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,White,Black,None reported,Yes,
3306,23156,Volkswagen,Jetta 1.4T S,2019,63250,E85 Flex Fuel,208.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,
3307,150504,Mercedes-Benz,AMG C 43 Base 4MATIC,2018,53500,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,
3308,169757,Acura,ILX 2.4L,2019,65000,Gasoline,201.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Gray,At least 1 accident or damage reported,Yes,
3309,13508,Chevrolet,Silverado 1500 2LT,2019,47300,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,
3310,1995,Ford,Mustang Premium,2008,122000,Gasoline,210.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Gray,At least 1 accident or damage reported,Yes,
3311,186998,Cadillac,Escalade ESV Sport,2023,4500,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Red,Brown,None reported,Yes,
3312,161399,Chevrolet,Suburban Premier,2019,110000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,
3313,130632,Porsche,911 Turbo Cabriolet,2009,13700,Gasoline,480.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Gray,None reported,Yes,
